protocol_id,fold_id,sample_id,dataset_id,source_id,canonical_event_id,heldout_dataset_id,role,role_reason
pild_geo4_event_isolated_qc_v1,event_isolated,EID_BR0001__SID_00354,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_2d96cbfac8cae409,,test,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_BR0001__SID_00376,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_2d96cbfac8cae409,,test,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_BR0001__SID_00377,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_2d96cbfac8cae409,,test,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_BR0001__SID_00379,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_2d96cbfac8cae409,,test,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_BR0001__SID_00380,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_2d96cbfac8cae409,,test,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_BR0001__SID_00381,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_2d96cbfac8cae409,,test,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_BR0001__SID_00382,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_2d96cbfac8cae409,,test,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_BR0001__SID_00404,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_2d96cbfac8cae409,,test,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_BR0001__SID_00405,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_2d96cbfac8cae409,,test,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_BR0001__SID_00407,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_2d96cbfac8cae409,,test,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_BR0001__SID_00408,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_2d96cbfac8cae409,,test,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_BR0001__SID_00409,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_2d96cbfac8cae409,,test,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_BR0001__SID_00410,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_2d96cbfac8cae409,,test,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_BR0001__SID_00431,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_2d96cbfac8cae409,,test,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_BR0001__SID_00432,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_2d96cbfac8cae409,,test,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_BR0001__SID_00433,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_2d96cbfac8cae409,,test,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_BR0001__SID_00435,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_2d96cbfac8cae409,,test,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_BR0001__SID_00436,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_2d96cbfac8cae409,,test,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_BR0001__SID_00437,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_2d96cbfac8cae409,,test,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_BR0001__SID_00457,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_2d96cbfac8cae409,,test,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_BR0001__SID_00458,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_2d96cbfac8cae409,,test,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_BR0001__SID_00459,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_2d96cbfac8cae409,,test,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_BR0001__SID_00460,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_2d96cbfac8cae409,,test,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_BR0001__SID_00461,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_2d96cbfac8cae409,,test,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_BR0001__SID_00485,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_2d96cbfac8cae409,,test,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_BR0001__SID_00486,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_2d96cbfac8cae409,,test,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_BR0001__SID_00487,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_2d96cbfac8cae409,,test,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_BR0001__SID_00488,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_2d96cbfac8cae409,,test,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CA0001__SID_00071,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_4e57d76af2fb0d27,,test,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CA0001__SID_00072,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_4e57d76af2fb0d27,,test,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CA0001__SID_00087,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_4e57d76af2fb0d27,,test,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CA0001__SID_00088,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_4e57d76af2fb0d27,,test,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CA0001__SID_00089,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_4e57d76af2fb0d27,,test,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CA0001__SID_00103,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_4e57d76af2fb0d27,,test,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CA0001__SID_00104,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_4e57d76af2fb0d27,,test,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CA0001__SID_00105,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_4e57d76af2fb0d27,,test,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CA0001__SID_00106,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_4e57d76af2fb0d27,,test,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CA0001__SID_00107,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_4e57d76af2fb0d27,,test,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CA0001__SID_00117,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_4e57d76af2fb0d27,,test,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CA0001__SID_00118,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_4e57d76af2fb0d27,,test,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CA0001__SID_00119,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_4e57d76af2fb0d27,,test,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CA0001__SID_00120,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_4e57d76af2fb0d27,,test,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CA0001__SID_00121,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_4e57d76af2fb0d27,,test,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CA0001__SID_00122,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_4e57d76af2fb0d27,,test,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CA0001__SID_00123,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_4e57d76af2fb0d27,,test,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CA0001__SID_00132,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_4e57d76af2fb0d27,,test,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CA0001__SID_00133,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_4e57d76af2fb0d27,,test,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CA0001__SID_00134,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_4e57d76af2fb0d27,,test,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CA0001__SID_00135,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_4e57d76af2fb0d27,,test,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CA0001__SID_00136,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_4e57d76af2fb0d27,,test,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CA0001__SID_00137,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_4e57d76af2fb0d27,,test,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CA0001__SID_00138,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_4e57d76af2fb0d27,,test,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CA0001__SID_00139,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_4e57d76af2fb0d27,,test,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CA0001__SID_00148,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_4e57d76af2fb0d27,,test,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CA0001__SID_00149,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_4e57d76af2fb0d27,,test,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CA0001__SID_00150,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_4e57d76af2fb0d27,,test,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CA0001__SID_00151,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_4e57d76af2fb0d27,,test,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CA0001__SID_00152,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_4e57d76af2fb0d27,,test,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CL0001__SID_00481,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_1cdcfb8eaf455863,,train,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CL0001__SID_00482,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_1cdcfb8eaf455863,,train,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CL0001__SID_00483,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_1cdcfb8eaf455863,,train,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CL0001__SID_00517,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_1cdcfb8eaf455863,,train,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CL0001__SID_00518,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_1cdcfb8eaf455863,,train,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CL0001__SID_00519,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_1cdcfb8eaf455863,,train,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CL0001__SID_00520,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_1cdcfb8eaf455863,,train,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CL0001__SID_00553,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_1cdcfb8eaf455863,,train,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CL0001__SID_00554,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_1cdcfb8eaf455863,,train,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CL0001__SID_00555,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_1cdcfb8eaf455863,,train,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CL0001__SID_00556,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_1cdcfb8eaf455863,,train,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CL0001__SID_00557,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_1cdcfb8eaf455863,,train,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CL0001__SID_00558,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_1cdcfb8eaf455863,,train,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CL0001__SID_00559,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_1cdcfb8eaf455863,,train,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CL0001__SID_00560,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_1cdcfb8eaf455863,,train,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CL0001__SID_00561,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_1cdcfb8eaf455863,,train,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CL0001__SID_00591,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_1cdcfb8eaf455863,,train,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CL0001__SID_00592,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_1cdcfb8eaf455863,,train,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CL0001__SID_00593,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_1cdcfb8eaf455863,,train,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CL0001__SID_00594,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_1cdcfb8eaf455863,,train,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CL0001__SID_00595,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_1cdcfb8eaf455863,,train,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CL0001__SID_00596,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_1cdcfb8eaf455863,,train,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CL0001__SID_00597,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_1cdcfb8eaf455863,,train,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CL0001__SID_00629,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_1cdcfb8eaf455863,,train,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CL0001__SID_00630,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_1cdcfb8eaf455863,,train,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CL0001__SID_00631,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_1cdcfb8eaf455863,,train,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CL0001__SID_00632,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_1cdcfb8eaf455863,,train,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CL0001__SID_00633,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_1cdcfb8eaf455863,,train,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CL0001__SID_00634,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_1cdcfb8eaf455863,,train,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CL0001__SID_00635,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_1cdcfb8eaf455863,,train,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CL0001__SID_00666,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_1cdcfb8eaf455863,,train,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CL0001__SID_00667,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_1cdcfb8eaf455863,,train,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CL0001__SID_00668,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_1cdcfb8eaf455863,,train,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CL0001__SID_00669,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_1cdcfb8eaf455863,,train,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CL0001__SID_00670,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_1cdcfb8eaf455863,,train,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CL0001__SID_00671,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_1cdcfb8eaf455863,,train,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CL0001__SID_00704,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_1cdcfb8eaf455863,,train,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CL0001__SID_00705,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_1cdcfb8eaf455863,,train,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CL0001__SID_00706,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_1cdcfb8eaf455863,,train,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CL0001__SID_00707,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_1cdcfb8eaf455863,,train,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CL0001__SID_00740,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_1cdcfb8eaf455863,,train,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CL0001__SID_00741,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_1cdcfb8eaf455863,,train,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CL0001__SID_00776,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_1cdcfb8eaf455863,,train,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CL0001__SID_00777,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_1cdcfb8eaf455863,,train,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CL0001__SID_00778,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_1cdcfb8eaf455863,,train,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CL0001__SID_00812,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_1cdcfb8eaf455863,,train,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CL0001__SID_00813,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_1cdcfb8eaf455863,,train,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CL0001__SID_00814,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_1cdcfb8eaf455863,,train,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CL0001__SID_00815,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_1cdcfb8eaf455863,,train,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CL0001__SID_00848,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_1cdcfb8eaf455863,,train,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CL0001__SID_00849,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_1cdcfb8eaf455863,,train,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CL0001__SID_00850,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_1cdcfb8eaf455863,,train,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CL0001__SID_00851,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_1cdcfb8eaf455863,,train,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CL0001__SID_00884,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_1cdcfb8eaf455863,,train,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CL0001__SID_00885,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_1cdcfb8eaf455863,,train,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CL0001__SID_00920,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_1cdcfb8eaf455863,,train,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CL0001__SID_00921,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_1cdcfb8eaf455863,,train,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CL0002__SID_00016,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_349148ba3b7b4c30,,test,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CL0002__SID_00017,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_349148ba3b7b4c30,,test,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CL0002__SID_00018,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_349148ba3b7b4c30,,test,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CL0002__SID_00023,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_349148ba3b7b4c30,,test,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CL0002__SID_00024,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_349148ba3b7b4c30,,test,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CL0002__SID_00025,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_349148ba3b7b4c30,,test,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CL0002__SID_00030,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_349148ba3b7b4c30,,test,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CL0002__SID_00031,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_349148ba3b7b4c30,,test,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CL0002__SID_00032,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_349148ba3b7b4c30,,test,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CN0001__SID_00042,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_419c248b45e8cd66,,val,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CN0001__SID_00043,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_419c248b45e8cd66,,val,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CN0001__SID_00053,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_419c248b45e8cd66,,val,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CN0001__SID_00054,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_419c248b45e8cd66,,val,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CN0001__SID_00055,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_419c248b45e8cd66,,val,canonical_event_partition
pild_geo4_event_isolated_qc_v1,event_isolated,EID_CN0001__SID_00056,DLR_Landslide_Ref_2025,PILD,CEV1_UNMERGED_419c248b45e8cd66,,val,canonical_event_partition
